Mapping-template-london-ward-map-2018,Ward name,Borough name,shape,Values,,,Ensure Macros are enabled then paste your data into column E,,,,,,"To use different colours to the default ones, find the RGB values of the colours you want, and enter them into the cell grid starting in U22.",,,,,,,,,UpdateAllcells,,MapNameToShape,,,,,,,,,,,,1.0,Equal Ranges (4),38.7,755.0,,,,,,,,,,,MapNameToShape,
E05000322,Squirrel's Heath,Havering,Freeform_13689,265.1,,,,,,,,,,,,,,,,,,,Northumberland Heath,Freeform_13869,Freeform 13869,,,,,,,,,,,,,,,,,,,,,E05011228,Northumberland Heath,Bexley,Northumberland Heath,Freeform_13869,Freeform 304
E05000323,Upminster,Havering,Freeform_13678,"2,253.7",,,,,,,,,,,,,,,,,,,Crayford,Freeform_13870,Freeform 13870,,,,,,,,,,,,,,,,,,,,,E05011222,Crayford,Bexley,Crayford,Freeform_13870,Freeform 305
E05000324,Barnhill,Hillingdon,Freeform_13715,211.8,,,,,,,,,,,,,,,,,,,Slade Green & Northend,Freeform_13871,Freeform 13871,,,,,,,,,,,,,,,,,,,,,E05011231,Slade Green & Northend,Bexley,Slade Green & Northend,Freeform_13871,Freeform 306
E05000325,Botwell,Hillingdon,Freeform_13712,436.3,,,,,,,,,,,,,,,,,,,Belvedere,Freeform_13872,Freeform 13872,,,,,,,,,,,,,,,,,,,,,E05011218,Belvedere,Bexley,Belvedere,Freeform_13872,Freeform 307
E05000326,Brunel,Hillingdon,Freeform_13701,327.7,,,,,,,,,,,,,,,,,,,Thamesmead East,Freeform_13873,Freeform 13873,,,,,,,,,,,,,,,,,,,,,E05011232,Thamesmead East,Bexley,Thamesmead East,Freeform_13873,Freeform 308
E05000327,Cavendish,Hillingdon,Freeform_13717,201.1,,,,,,,,,,,,,,,,,,,Blendon & Penhill,Freeform_13874,Freeform 13874,,,,,,,,,,,,,,,,,,,,,E05011221,Blendon & Penhill,Bexley,Blendon & Penhill,Freeform_13874,Freeform 309
E05000328,Charville,Hillingdon,Freeform_13713,297.4,,,,,,,,,,,,,,,,,,,West Heath,Freeform_13875,Freeform 13875,,,,,,,,,,,,,,,,,,,,,E05011233,West Heath,Bexley,West Heath,Freeform_13875,Freeform 310
E05000329,Eastcote And East Ruislip,Hillingdon,Freeform_13709,406.3,,,,,,,,,,,,,,,,,,,Barnehurst,Freeform_13876,Freeform 13876,,,,,,,,,,,,,,,,,,,,,E05011217,Barnehurst,Bexley,Barnehurst,Freeform_13876,Freeform 311
E05000330,Harefield,Hillingdon,Freeform_13697,"1,522.7",,,,,,,,,,,,,,,,,,,Erith,Freeform_13877,Freeform 13877,,,,,,,,,,,,,,,,,,,,,E05011225,Erith,Bexley,Erith,Freeform_13877,Freeform 312
E05000331,Heathrow Villages,Hillingdon,Freeform_13696,"2,352.1",,,,,,,,,,,,,,,,,,,Chase,Freeform_13878,Freeform 13878,,,,,,,,,,,,,,,,,,,,,E05000195,Chase,Enfield,Chase,Freeform_13878,Freeform 313
E05000332,Hillingdon East,Hillingdon,Freeform_13703,359.8,,,,,,,,,,,,,,,,,,,Winchmore Hill,Freeform_13879,Freeform 13879,,,,,,,,,,,,,,,,,,,,,E05000213,Winchmore Hill,Enfield,Winchmore Hill,Freeform_13879,Freeform 314
E05000333,Ickenham,Hillingdon,Freeform_13704,620.4,,,,,,,,,,,,,,,,,,,Cockfosters,Freeform_13880,Freeform 13880,,,,,,,,,,,,,,,,,,,,,E05000196,Cockfosters,Enfield,Cockfosters,Freeform_13880,Freeform 315
E05000334,Manor,Hillingdon,Freeform_13708,197.4,,,,,,,,,,,,,,,,,,,Highlands,Freeform_13881,Freeform 13881,,,,,,,,,,,,,,,,,,,,,E05000202,Highlands,Enfield,Highlands,Freeform_13881,Freeform 316
E05000335,Northwood,Hillingdon,Freeform_13706,739.8,,,,,,,,,,,,,,,,,,,Upper Edmonton,Freeform_13882,Freeform 13882,,,,,,,,,,,,,,,,,,,,,E05000212,Upper Edmonton,Enfield,Upper Edmonton,Freeform_13882,Freeform 317
E05000336,Northwood Hills,Hillingdon,Freeform_13710,332.9,,,,,,,,,,,,,,,,,,,Palmers Green,Freeform_13883,Freeform 13883,,,,,,,,,,,,,,,,,,,,,E05000205,Palmers Green,Enfield,Palmers Green,Freeform_13883,Freeform 318
E05000337,Pinkwell,Hillingdon,Freeform_13711,274.8,,,,,,,,,,,,,,,,,,,Edmonton Green,Freeform_13884,Freeform 13884,,,,,,,,,,,,,,,,,,,,,E05000197,Edmonton Green,Enfield,Edmonton Green,Freeform_13884,Freeform 319
E05000338,South Ruislip,Hillingdon,Freeform_13707,741.8,,,,,,,,,,,,,,,,,,,Lower Edmonton,Freeform_13885,Freeform 13885,,,,,,,,,,,,,,,,,,,,,E05000204,Lower Edmonton,Enfield,Lower Edmonton,Freeform_13885,Freeform 320
E05000339,Townfield,Hillingdon,Freeform_13714,349.8,,,,,,,,,,,,,,,,,,,Grange,Freeform_13886,Freeform 13886,,,,,,,,,,,,,,,,,,,,,E05000200,Grange,Enfield,Grange,Freeform_13886,Freeform 321
E05000340,Uxbridge North,Hillingdon,Freeform_13702,464.1,,,,,,,,,,,,,,,,,,,Jubilee,Freeform_13887,Freeform 13887,,,,,,,,,,,,,,,,,,,,,E05000203,Jubilee,Enfield,Jubilee,Freeform_13887,Freeform 322
E05000341,Uxbridge South,Hillingdon,Freeform_13700,311.4,,,,,,,,,,,,,,,,,,,Ponders End,Freeform_13888,Freeform 13888,,,,,,,,,,,,,,,,,,,,,E05000206,Ponders End,Enfield,Ponders End,Freeform_13888,Freeform 323
E05000342,West Drayton,Hillingdon,Freeform_13698,349.1,,,,,,,,,,,,,,,,,,,Enfield Highway,Freeform_13889,Freeform 13889,,,,,,,,,,,,,,,,,,,,,E05000198,Enfield Highway,Enfield,Enfield Highway,Freeform_13889,Freeform 324
E05000343,West Ruislip,Hillingdon,Freeform_13705,438.7,,,,,,,,,,,,,,,,,,,Bowes,Freeform_13890,Freeform 13890,,,,,,,,,,,,,,,,,,,,,E05000193,Bowes,Enfield,Bowes,Freeform_13890,Freeform 325
E05000344,Yeading,Hillingdon,Freeform_13716,232.1,,,,,,,,,,,,,,,,,,,Southgate Green,Freeform_13891,Freeform 13891,,,,,,,,,,,,,,,,,,,,,E05000209,Southgate Green,Enfield,Southgate Green,Freeform_13891,Freeform 326
E05000345,Yiewsley,Hillingdon,Freeform_13699,402.3,,,,,,,,,,,,,,,,,,,Southgate,Freeform_13892,Freeform 13892,,,,,,,,,,,,,,,,,,,,,E05000208,Southgate,Enfield,Southgate,Freeform_13892,Freeform 327
E05000346,Bedfont,Hounslow,Freeform_13635,444.8,,,,,,,,,,,,,,,,,,,Haselbury,Freeform_13893,Freeform 13893,,,,,,,,,,,,,,,,,,,,,E05000201,Haselbury,Enfield,Haselbury,Freeform_13893,Freeform 328
E05000347,Brentford,Hounslow,Freeform_13642,318.4,,,,,,,,,,,,,,,,,,,Bush Hill Park,Freeform_13894,Freeform 13894,,,,,,,,,,,,,,,,,,,,,E05000194,Bush Hill Park,Enfield,Bush Hill Park,Freeform_13894,Freeform 329
E05000348,Chiswick Homefields,Hounslow,Freeform_13643,225.9,,,,,,,,,,,,,,,,,,,Town,Freeform_13895,Freeform 13895,,,,,,,,,,,,,,,,,,,,,E05000210,Town,Enfield,Town,Freeform_13895,Freeform 330
E05000349,Chiswick Riverside,Hounslow,Freeform_13653,208.0,,,,,,,,,,,,,,,,,,,Southbury,Freeform_13896,Freeform 13896,,,,,,,,,,,,,,,,,,,,,E05000207,Southbury,Enfield,Southbury,Freeform_13896,Freeform 331
E05000350,Cranford,Hounslow,Freeform_13637,272.6,,,,,,,,,,,,,,,,,,,Turkey Street,Freeform_13897,Freeform 13897,,,,,,,,,,,,,,,,,,,,,E05000211,Turkey Street,Enfield,Turkey Street,Freeform_13897,Freeform 332
E05000351,Feltham North,Hounslow,Freeform_13646,338.4,,,,,,,,,,,,,,,,,,,Enfield Lock,Freeform_13898,Freeform 13898,,,,,,,,,,,,,,,,,,,,,E05000199,Enfield Lock,Enfield,Enfield Lock,Freeform_13898,Freeform 333
E05000352,Feltham West,Hounslow,Freeform_13644,318.1,,,,,,,,,,,,,,,,,,,Leyton,Freeform_13899,Freeform 13899,,,,,,,,,,,,,,,,,,,,,E05000604,Leyton,Waltham Forest,Leyton,Freeform_13899,Freeform 334
E05000353,Hanworth,Hounslow,Freeform_13636,323.3,,,,,,,,,,,,,,,,,,,High Street,Freeform_13900,Freeform 13900,,,,,,,,,,,,,,,,,,,,,E05000599,High Street,Waltham Forest,High Street,Freeform_13900,Freeform 335
E05000354,Hanworth Park,Hounslow,Freeform_13645,366.1,,,,,,,,,,,,,,,,,,,Higham Hill,Freeform_13901,Freeform 13901,,,,,,,,,,,,,,,,,,,,,E05000600,Higham Hill,Waltham Forest,Higham Hill,Freeform_13901,Freeform 336
E05000355,Heston Central,Hounslow,Freeform_13649,168.5,,,,,,,,,,,,,,,,,,,Valley,Freeform_13902,Freeform 13902,,,,,,,,,,,,,,,,,,,,,E05000607,Valley,Waltham Forest,Valley,Freeform_13902,Freeform 337
E05000356,Heston East,Hounslow,Freeform_13640,205.9,,,,,,,,,,,,,,,,,,,Chingford Green,Freeform_13903,Freeform 13903,,,,,,,,,,,,,,,,,,,,,E05000593,Chingford Green,Waltham Forest,Chingford Green,Freeform_13903,Freeform 338
E05000357,Heston West,Hounslow,Freeform_13639,382.7,,,,,,,,,,,,,,,,,,,Cathall,Freeform_13904,Freeform 13904,,,,,,,,,,,,,,,,,,,,,E05000591,Cathall,Waltham Forest,Cathall,Freeform_13904,Freeform 339
E05000358,Hounslow Central,Hounslow,Freeform_13652,173.4,,,,,,,,,,,,,,,,,,,Lea Bridge,Freeform_13905,Freeform 13905,,,,,,,,,,,,,,,,,,,,,E05000603,Lea Bridge,Waltham Forest,Lea Bridge,Freeform_13905,Freeform 340
E05000359,Hounslow Heath,Hounslow,Freeform_13647,278.2,,,,,,,,,,,,,,,,,,,Markhouse,Freeform_13906,Freeform 13906,,,,,,,,,,,,,,,,,,,,,E05000606,Markhouse,Waltham Forest,Markhouse,Freeform_13906,Freeform 341
E05000360,Hounslow South,Hounslow,Freeform_13650,179.0,,,,,,,,,,,,,,,,,,,Grove Green,Freeform_13907,Freeform 13907,,,,,,,,,,,,,,,,,,,,,E05000596,Grove Green,Waltham Forest,Grove Green,Freeform_13907,Freeform 342
E05000361,Hounslow West,Hounslow,Freeform_13648,162.0,,,,,,,,,,,,,,,,,,,Forest,Freeform_13908,Freeform 13908,,,,,,,,,,,,,,,,,,,,,E05000595,Forest,Waltham Forest,Forest,Freeform_13908,Freeform 343
E05000362,Isleworth,Hounslow,Freeform_13651,203.1,,,,,,,,,,,,,,,,,,,William Morris,Freeform_13909,Freeform 13909,,,,,,,,,,,,,,,,,,,,,E05000608,William Morris,Waltham Forest,William Morris,Freeform_13909,Freeform 344
E05000363,Osterley and Spring Grove,Hounslow,Freeform_13641,627.8,,,,,,,,,,,,,,,,,,,Hoe Street,Freeform_13910,Freeform 13910,,,,,,,,,,,,,,,,,,,,,E05000601,Hoe Street,Waltham Forest,Hoe Street,Freeform_13910,Freeform 345
E05000364,Syon,Hounslow,Freeform_13638,285.4,,,,,,,,,,,,,,,,,,,Wood Street,Freeform_13911,Freeform 13911,,,,,,,,,,,,,,,,,,,,,E05000609,Wood Street,Waltham Forest,Wood Street,Freeform_13911,Freeform 346
E05000365,Turnham Green,Hounslow,Freeform_13654,177.0,,,,,,,,,,,,,,,,,,,Chapel End,Freeform_13912,Freeform 13912,,,,,,,,,,,,,,,,,,,,,E05000592,Chapel End,Waltham Forest,Chapel End,Freeform_13912,Freeform 347
E05000366,Barnsbury,Islington,Freeform_14120,83.0,,,,,,,,,,,,,,,,,,,Hale End and Highams Park,Freeform_13913,Freeform 13913,,,,,,,,,,,,,,,,,,,,,E05000597,Hale End and Highams Park,Waltham Forest,Hale End and Highams Park,Freeform_13913,Freeform 348
E05000367,Bunhill,Islington,Freeform_14117,108.3,,,,,,,,,,,,,,,,,,,Cann Hall,Freeform_13914,Freeform 13914,,,,,,,,,,,,,,,,,,,,,E05000590,Cann Hall,Waltham Forest,Cann Hall,Freeform_13914,Freeform 349
E05000368,Caledonian,Islington,Freeform_14111,113.6,,,,,,,,,,,,,,,,,,,Larkswood,Freeform_13915,Freeform 13915,,,,,,,,,,,,,,,,,,,,,E05000602,Larkswood,Waltham Forest,Larkswood,Freeform_13915,Freeform 350
E05000369,Canonbury,Islington,Freeform_14119,80.7,,,,,,,,,,,,,,,,,,,Endlebury,Freeform_13916,Freeform 13916,,,,,,,,,,,,,,,,,,,,,E05000594,Endlebury,Waltham Forest,Endlebury,Freeform_13916,Freeform 351
E05000370,Clerkenwell,Islington,Freeform_14110,93.3,,,,,,,,,,,,,,,,,,,Hatch Lane,Freeform_13917,Freeform 13917,,,,,,,,,,,,,,,,,,,,,E05000598,Hatch Lane,Waltham Forest,Hatch Lane,Freeform_13917,Freeform 352
E05000371,Finsbury Park,Islington,Freeform_14123,91.6,,,,,,,,,,,,,,,,,,,Leytonstone,Freeform_13918,Freeform 13918,,,,,,,,,,,,,,,,,,,,,E05000605,Leytonstone,Waltham Forest,Leytonstone,Freeform_13918,Freeform 353
E05000372,Highbury East,Islington,Freeform_14114,100.8,,,,,,,,,,,,,,,,,,,Wanstead Park,Freeform_13919,Freeform 13919,,,,,,,,,,,,,,,,,,,,,E05011254,Wanstead Park,Redbridge,Wanstead Park,Freeform_13919,Freeform 354
E05000373,Highbury West,Islington,Freeform_14115,108.3,,,,,,,,,,,,,,,,,,,Fullwell,Freeform_13920,Freeform 13920,,,,,,,,,,,,,,,,,,,,,E05011243,Fullwell,Redbridge,Fullwell,Freeform_13920,Freeform 355
E05000374,Hillrise,Islington,Freeform_14124,82.5,,,,,,,,,,,,,,,,,,,Fairlop,Freeform_13921,Freeform 13921,,,,,,,,,,,,,,,,,,,,,E05011242,Fairlop,Redbridge,Fairlop,Freeform_13921,Freeform 356
E05000375,Holloway,Islington,Freeform_14113,100.9,,,,,,,,,,,,,,,,,,,Goodmayes,Freeform_13922,Freeform 13922,,,,,,,,,,,,,,,,,,,,,E05011244,Goodmayes,Redbridge,Goodmayes,Freeform_13922,Freeform 357
E05000376,Junction,Islington,Freeform_14122,102.8,,,,,,,,,,,,,,,,,,,Aldborough,Freeform_13923,Freeform 13923,,,,,,,,,,,,,,,,,,,,,E05011234,Aldborough,Redbridge,Aldborough,Freeform_13923,Freeform 358
E05000377,Mildmay,Islington,Freeform_14125,82.7,,,,,,,,,,,,,,,,,,,Bridge,Freeform_13924,Freeform 13924,,,,,,,,,,,,,,,,,,,,,E05011236,Bridge,Redbridge,Bridge,Freeform_13924,Freeform 359
E05000378,St. George's,Islington,Freeform_14121,84.6,,,,,,,,,,,,,,,,,,,Hainault,Freeform_13925,Freeform 13925,,,,,,,,,,,,,,,,,,,,,E05011245,Hainault,Redbridge,Hainault,Freeform_13925,Freeform 360
E05000379,St. Mary's,Islington,Freeform_14112,86.8,,,,,,,,,,,,,,,,,,,Cranbrook,Freeform_13926,Freeform 13926,,,,,,,,,,,,,,,,,,,,,E05011241,Cranbrook,Redbridge,Cranbrook,Freeform_13926,Freeform 361
E05000380,St. Peter's,Islington,Freeform_14118,81.1,,,,,,,,,,,,,,,,,,,Loxford,Freeform_13927,Freeform 13927,,,,,,,,,,,,,,,,,,,,,E05011247,Loxford,Redbridge,Loxford,Freeform_13927,Freeform 362
E05000381,Tollington,Islington,Freeform_14116,84.9,,,,,,,,,,,,,,,,,,,Clementswood,Freeform_13928,Freeform 13928,,,,,,,,,,,,,,,,,,,,,E05011240,Clementswood,Redbridge,Clementswood,Freeform_13928,Freeform 363
E05009388,Abingdon,Kensington and Chelsea,Freeform_14047,60.2,,,,,,,,,,,,,,,,,,,Mayfield,Freeform_13929,Freeform 13929,,,,,,,,,,,,,,,,,,,,,E05011248,Mayfield,Redbridge,Mayfield,Freeform_13929,Freeform 364
E05009389,Brompton and Hans Town,Kensington and Chelsea,Freeform_14049,106.8,,,,,,,,,,,,,,,,,,,Valentines,Freeform_13930,Freeform 13930,,,,,,,,,,,,,,,,,,,,,E05011253,Valentines,Redbridge,Valentines,Freeform_13930,Freeform 365
E05009390,Campden,Kensington and Chelsea,Freeform_14050,102.4,,,,,,,,,,,,,,,,,,,Ilford Town,Freeform_13931,Freeform 13931,,,,,,,,,,,,,,,,,,,,,E05011246,Ilford Town,Redbridge,Ilford Town,Freeform_13931,Freeform 366
E05009391,Chelsea Riverside,Kensington and Chelsea,Freeform_14034,69.4,,,,,,,,,,,,,,,,,,,Newbury,Freeform_13932,Freeform 13932,,,,,,,,,,,,,,,,,,,,,E05011250,Newbury,Redbridge,Newbury,Freeform_13932,Freeform 367
E05009392,Colville,Kensington and Chelsea,Freeform_14042,49.0,,,,,,,,,,,,,,,,,,,Seven Kings,Freeform_13933,Freeform 13933,,,,,,,,,,,,,,,,,,,,,E05011251,Seven Kings,Redbridge,Seven Kings,Freeform_13933,Freeform 368
E05009393,Courtfield,Kensington and Chelsea,Freeform_14046,61.4,,,,,,,,,,,,,,,,,,,Wanstead Village,Freeform_13934,Freeform 13934,,,,,,,,,,,,,,,,,,,,,E05011255,Wanstead Village,Redbridge,Wanstead Village,Freeform_13934,Freeform 369
E05009394,Dalgarno,Kensington and Chelsea,Freeform_14043,89.0,,,,,,,,,,,,,,,,,,,South Woodford,Freeform_13935,Freeform 13935,,,,,,,,,,,,,,,,,,,,,E05011252,South Woodford,Redbridge,South Woodford,Freeform_13935,Freeform 370
E05009395,Earl's Court,Kensington and Chelsea,Freeform_14045,48.2,,,,,,,,,,,,,,,,,,,Clayhall,Freeform_13936,Freeform 13936,,,,,,,,,,,,,,,,,,,,,E05011239,Clayhall,Redbridge,Clayhall,Freeform_13936,Freeform 371
E05009396,Golborne,Kensington and Chelsea,Freeform_14044,55.9,,,,,,,,,,,,,,,,,,,Churchfields,Freeform_13937,Freeform 13937,,,,,,,,,,,,,,,,,,,,,E05011238,Churchfields,Redbridge,Churchfields,Freeform_13937,Freeform 372
E05009397,Holland,Kensington and Chelsea,Freeform_14035,98.3,,,,,,,,,,,,,,,,,,,Barkingside,Freeform_13938,Freeform 13938,,,,,,,,,,,,,,,,,,,,,E05011235,Barkingside,Redbridge,Barkingside,Freeform_13938,Freeform 373
E05009398,Norland,Kensington and Chelsea,Freeform_14036,52.0,,,,,,,,,,,,,,,,,,,Chadwell,Freeform_13939,Freeform 13939,,,,,,,,,,,,,,,,,,,,,E05011237,Chadwell,Redbridge,Chadwell,Freeform_13939,Freeform 374
E05009399,Notting Dale,Kensington and Chelsea,Freeform_14040,55.7,,,,,,,,,,,,,,,,,,,Monkhams,Freeform_13940,Freeform 13940,,,,,,,,,,,,,,,,,,,,,E05011249,Monkhams,Redbridge,Monkhams,Freeform_13940,Freeform 375
E05009400,Pembridge,Kensington and Chelsea,Freeform_14051,38.7,,,,,,,,,,,,,,,,,,,Carshalton South and Clockhouse,Freeform_13941,Freeform 13941,,,,,,,,,,,,,,,,,,,,,E05000559,Carshalton South and Clockhouse,Sutton,Carshalton South and Clockhouse,Freeform_13941,Freeform 376
E05009401,Queen's Gate,Kensington and Chelsea,Freeform_14048,58.2,,,,,,,,,,,,,,,,,,,Cheam,Freeform_13942,Freeform 13942,,,,,,,,,,,,,,,,,,,,,E05000560,Cheam,Sutton,Cheam,Freeform_13942,Freeform 377
E05009402,Redcliffe,Kensington and Chelsea,Freeform_14037,71.9,,,,,,,,,,,,,,,,,,,Beddington South,Freeform_13943,Freeform 13943,,,,,,,,,,,,,,,,,,,,,E05000556,Beddington South,Sutton,Beddington South,Freeform_13943,Freeform 378
E05009403,Royal Hospital,Kensington and Chelsea,Freeform_14039,101.2,,,,,,,,,,,,,,,,,,,St. Helier,Freeform_13944,Freeform 13944,,,,,,,,,,,,,,,,,,,,,E05000562,St. Helier,Sutton,St. Helier,Freeform_13944,Freeform 379
E05009404,St. Helen's,Kensington and Chelsea,Freeform_14041,47.8,,,,,,,,,,,,,,,,,,,Wandle Valley,Freeform_13945,Freeform 13945,,,,,,,,,,,,,,,,,,,,,E05000571,Wandle Valley,Sutton,Wandle Valley,Freeform_13945,Freeform 380
E05009405,Stanley,Kensington and Chelsea,Freeform_14038,72.4,,,,,,,,,,,,,,,,,,,Belmont,Freeform_13946,Freeform 13946,,,,,,,,,,,,,,,,,,,,,E05000557,Belmont,Sutton,Belmont,Freeform_13946,Freeform 381
E05000400,Alexandra,Kingston upon Thames,Freeform_13572,268.5,,,,,,,,,,,,,,,,,,,Nonsuch,Freeform_13947,Freeform 13947,,,,,,,,,,,,,,,,,,,,,E05000561,Nonsuch,Sutton,Nonsuch,Freeform_13947,Freeform 382
E05000401,Berrylands,Kingston upon Thames,Freeform_13571,145.4,,,,,,,,,,,,,,,,,,,Worcester Park,Freeform_13948,Freeform 13948,,,,,,,,,,,,,,,,,,,,,E05000572,Worcester Park,Sutton,Worcester Park,Freeform_13948,Freeform 383
E05000402,Beverley,Kingston upon Thames,Freeform_13573,187.8,,,,,,,,,,,,,,,,,,,Sutton South,Freeform_13949,Freeform 13949,,,,,,,,,,,,,,,,,,,,,E05000566,Sutton South,Sutton,Sutton South,Freeform_13949,Freeform 384
E05000403,Canbury,Kingston upon Thames,Freeform_13580,124.2,,,,,,,,,,,,,,,,,,,Sutton West,Freeform_13950,Freeform 13950,,,,,,,,,,,,,,,,,,,,,E05000567,Sutton West,Sutton,Sutton West,Freeform_13950,Freeform 385
E05000404,Chessington North And Hook,Kingston upon Thames,Freeform_13575,193.0,,,,,,,,,,,,,,,,,,,Sutton Central,Freeform_13951,Freeform 13951,,,,,,,,,,,,,,,,,,,,,E05000564,Sutton Central,Sutton,Sutton Central,Freeform_13951,Freeform 386
E05000405,Chessington South,Kingston upon Thames,Freeform_13569,755.2,,,,,,,,,,,,,,,,,,,Carshalton Central,Freeform_13952,Freeform 13952,,,,,,,,,,,,,,,,,,,,,E05000558,Carshalton Central,Sutton,Carshalton Central,Freeform_13952,Freeform 387
E05000406,Coombe Hill,Kingston upon Thames,Freeform_13574,442.2,,,,,,,,,,,,,,,,,,,Sutton North,Freeform_13953,Freeform 13953,,,,,,,,,,,,,,,,,,,,,E05000565,Sutton North,Sutton,Sutton North,Freeform_13953,Freeform 388
E05000407,Coombe Vale,Kingston upon Thames,Freeform_13582,164.7,,,,,,,,,,,,,,,,,,,Stonecot,Freeform_13954,Freeform 13954,,,,,,,,,,,,,,,,,,,,,E05000563,Stonecot,Sutton,Stonecot,Freeform_13954,Freeform 389
E05000408,Grove,Kingston upon Thames,Freeform_13579,192.0,,,,,,,,,,,,,,,,,,,The Wrythe,Freeform_13955,Freeform 13955,,,,,,,,,,,,,,,,,,,,,E05000568,The Wrythe,Sutton,The Wrythe,Freeform_13955,Freeform 390
E05000409,Norbiton,Kingston upon Thames,Freeform_13581,134.7,,,,,,,,,,,,,,,,,,,Wallington South,Freeform_13956,Freeform 13956,,,,,,,,,,,,,,,,,,,,,E05000570,Wallington South,Sutton,Wallington South,Freeform_13956,Freeform 391
E05000410,Old Malden,Kingston upon Thames,Freeform_13577,180.0,,,,,,,,,,,,,,,,,,,Wallington North,Freeform_13957,Freeform 13957,,,,,,,,,,,,,,,,,,,,,E05000569,Wallington North,Sutton,Wallington North,Freeform_13957,Freeform 392
E05000411,St. James,Kingston upon Thames,Freeform_13583,216.6,,,,,,,,,,,,,,,,,,,Beddington North,Freeform_13958,Freeform 13958,,,,,,,,,,,,,,,,,,,,,E05000555,Beddington North,Sutton,Beddington North,Freeform_13958,Freeform 393
E05000412,St. Mark's,Kingston upon Thames,Freeform_13578,137.6,,,,,,,,,,,,,,,,,,,Hampton,Freeform_13959,Freeform 13959,,,,,,,,,,,,,,,,,,,,,E05000520,Hampton,Richmond upon Thames,Hampton,Freeform_13959,Freeform 394
E05000413,Surbiton Hill,Kingston upon Thames,Freeform_13576,166.5,,,,,,,,,,,,,,,,,,,Teddington,Freeform_13960,Freeform 13960,,,,,,,,,,,,,,,,,,,,,E05000530,Teddington,Richmond upon Thames,Teddington,Freeform_13960,Freeform 395
E05000414,Tolworth And Hook Rise,Kingston upon Thames,Freeform_13570,259.5,,,,,,,,,,,,,,,,,,,Hampton Wick,Freeform_13961,Freeform 13961,,,,,,,,,,,,,,,,,,,,,E05000522,Hampton Wick,Richmond upon Thames,Hampton Wick,Freeform_13961,Freeform 396
E05000415,Tudor,Kingston upon Thames,Freeform_13584,158.3,,,,,,,,,,,,,,,,,,,Heathfield,Freeform_13962,Freeform 13962,,,,,,,,,,,,,,,,,,,,,E05000523,Heathfield,Richmond upon Thames,Heathfield,Freeform_13962,Freeform 397
E05000416,Bishop's,Lambeth,Freeform_13799,154.0,,,,,,,,,,,,,,,,,,,Twickenham Riverside,Freeform_13963,Freeform 13963,,,,,,,,,,,,,,,,,,,,,E05000531,Twickenham Riverside,Richmond upon Thames,Twickenham Riverside,Freeform_13963,Freeform 398
E05000417,Brixton Hill,Lambeth,Freeform_13789,113.1,,,,,,,,,,,,,,,,,,,"Ham, Petersham and Richmond Riverside",Freeform_13964,Freeform 13964,,,,,,,,,,,,,,,,,,,,,E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,"Ham, Petersham and Richmond Riverside",Freeform_13964,Freeform 399
E05000418,Clapham Common,Lambeth,Freeform_13788,133.9,,,,,,,,,,,,,,,,,,,North Richmond,Freeform_13965,Freeform 13965,,,,,,,,,,,,,,,,,,,,,E05000526,North Richmond,Richmond upon Thames,North Richmond,Freeform_13965,Freeform 400
E05000419,Clapham Town,Lambeth,Freeform_13800,111.9,,,,,,,,,,,,,,,,,,,Kew,Freeform_13966,Freeform 13966,,,,,,,,,,,,,,,,,,,,,E05000524,Kew,Richmond upon Thames,Kew,Freeform_13966,Freeform 401
E05000420,Coldharbour,Lambeth,Freeform_13791,120.8,,,,,,,,,,,,,,,,,,,East Sheen,Freeform_13967,Freeform 13967,,,,,,,,,,,,,,,,,,,,,E05000517,East Sheen,Richmond upon Thames,East Sheen,Freeform_13967,Freeform 402
E05000421,Ferndale,Lambeth,Freeform_13792,85.1,,,,,,,,,,,,,,,,,,,Mortlake and Barnes Common,Freeform_13968,Freeform 13968,,,,,,,,,,,,,,,,,,,,,E05000525,Mortlake and Barnes Common,Richmond upon Thames,Mortlake and Barnes Common,Freeform_13968,Freeform 403
E05000422,Gipsy Hill,Lambeth,Freeform_13796,157.1,,,,,,,,,,,,,,,,,,,Hampton North,Freeform_13969,Freeform 13969,,,,,,,,,,,,,,,,,,,,,E05000521,Hampton North,Richmond upon Thames,Hampton North,Freeform_13969,Freeform 404
E05000423,Herne Hill,Lambeth,Freeform_13798,203.0,,,,,,,,,,,,,,,,,,,Fulwell and Hampton Hill,Freeform_13971,Freeform 13971,,,,,,,,,,,,,,,,,,,,,E05000518,Fulwell and Hampton Hill,Richmond upon Thames,Fulwell and Hampton Hill,Freeform_13971,Freeform 406
E05000424,Knight's Hill,Lambeth,Freeform_13785,147.2,,,,,,,,,,,,,,,,,,,West Twickenham,Freeform_13972,Freeform 13972,,,,,,,,,,,,,,,,,,,,,E05000532,West Twickenham,Richmond upon Thames,West Twickenham,Freeform_13972,Freeform 407
E05000425,Larkhall,Lambeth,Freeform_13793,106.1,,,,,,,,,,,,,,,,,,,Whitton,Freeform_13973,Freeform 13973,,,,,,,,,,,,,,,,,,,,,E05000533,Whitton,Richmond upon Thames,Whitton,Freeform_13973,Freeform 408
